Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,Gambia,2021-04-01 4:27,13.4432,-15.3101,5459,165,5070,224,Gambia,225.8899044,3.022531599
,Georgia,2021-04-01 4:27,42.3154,43.3569,281761,3778,273167,4816,Georgia,7063.139622,1.340852709
Baden-Wurttemberg,Germany,2021-04-01 4:27,48.6616,9.3501,365009,8704,329300,27005,"Baden-Wurttemberg, Germany",3287.468129,2.384598736
Bayern,Germany,2021-04-01 4:27,48.7904,11.4979,500549,13264,451300,35985,"Bayern, Germany",3809.300068,2.64989042
Berlin,Germany,2021-04-01 4:27,52.52,13.405,146268,3055,134400,8813,"Berlin, Germany",3991.934692,2.088631827
Brandenburg,Germany,2021-04-01 4:27,52.4125,12.5316,88464,3306,78140,7018,"Brandenburg, Germany",3495.121235,3.737113402
Bremen,Germany,2021-04-01 4:27,53.0793,8.8017,20979,407,19040,1532,"Bremen, Germany",3084.557364,1.940035273
Hamburg,Germany,2021-04-01 4:27,53.5511,9.9937,61268,1382,53370,6516,"Hamburg, Germany",3307.353718,2.255663642
Hessen,Germany,2021-04-01 4:27,50.6521,9.1624,219484,6338,194800,18346,"Hessen, Germany",3487.662943,2.887682018
Mecklenburg-Vorpommern,Germany,2021-04-01 4:27,53.6127,12.4296,30658,867,26910,2881,"Mecklenburg-Vorpommern, Germany",1903.308596,2.827973123
Niedersachsen,Germany,2021-04-01 4:27,52.6367,9.8451,198107,4880,177600,15627,"Niedersachsen, Germany",2475.279009,2.463315279
Nordrhein-Westfalen,Germany,2021-04-01 4:27,51.4332,7.6616,612947,14230,551400,47317,"Nordrhein-Westfalen, Germany",3419.400331,2.321571033
Rheinland-Pfalz,Germany,2021-04-01 4:27,50.1183,7.309,116799,3328,104800,8671,"Rheinland-Pfalz, Germany",2849.8745,2.849339464
Saarland,Germany,2021-04-01 4:27,49.3964,7.023,31968,940,29590,1438,"Saarland, Germany",3248.810203,2.94044044
Sachsen,Germany,2021-04-01 4:27,51.1045,13.2017,222287,8373,197600,16314,"Sachsen, Germany",5479.177538,3.766751992
Sachsen-Anhalt,Germany,2021-04-01 4:27,51.9503,11.6923,73326,2742,64430,6154,"Sachsen-Anhalt, Germany",3362.522952,3.739464856
Schleswig-Holstein,Germany,2021-04-01 4:27,54.2194,9.6961,49996,1436,44490,4070,"Schleswig-Holstein, Germany",1717.559153,2.872229778
Thuringen,Germany,2021-04-01 4:27,51.011,10.8453,95394,3337,82490,9567,"Thuringen, Germany",4499.214003,3.498123572
Unknown,Germany,2021-04-01 4:27,,,10141,0,0,10141,"Unknown, Germany",,0
,Ghana,2021-04-01 4:27,7.9465,-1.0232,90583,743,88065,1775,Ghana,291.5172669,0.820242209
,Greece,2021-04-01 4:27,39.0742,21.8243,263689,8093,93764,161832,Greece,2529.862643,3.06914585
,Grenada,2021-04-01 4:27,12.1165,-61.679,155,1,152,2,Grenada,137.7545126,0.64516129
,Guatemala,2021-04-01 4:27,15.7835,-90.2308,193834,6840,177235,9759,Guatemala,1081.930591,3.528792678
,Guinea,2021-04-01 4:27,9.9456,-9.6966,19908,125,16619,3164,Guinea,151.5900046,0.627888286
,Guinea-Bissau,2021-04-01 4:27,11.8037,-15.1804,3650,63,2972,615,Guinea-Bissau,185.4676682,1.726027397
,Guyana,2021-04-01 4:27,4.860416,-58.93018,10249,231,9098,920,Guyana,1303.01732,2.253878427
,Haiti,2021-04-01 4:27,18.9712,-72.2852,12758,252,11043,1463,Haiti,111.8874201,1.975231227
,Holy See,2021-04-01 4:27,41.9029,12.4534,27,0,15,12,Holy See,3337.453646,0
,Honduras,2021-04-01 4:27,15.2,-86.2419,189043,4605,72732,111706,Honduras,1908.636869,2.435953725
,Hungary,2021-04-01 4:27,47.1625,19.5033,652433,20737,406935,224761,Hungary,6753.720103,3.178410657
,Iceland,2021-04-01 4:27,64.9631,-19.0208,6205,29,6058,118,Iceland,1818.315018,0.467365028
Andaman and Nicobar Islands,India,2021-04-01 4:27,11.225999,92.968178,5083,62,4976,45,"Andaman and Nicobar Islands, India",1218.839621,1.219752115
Andhra Pradesh,India,2021-04-01 4:27,15.9129,79.74,901989,7217,887434,7338,"Andhra Pradesh, India",1673.343643,0.800120622
Arunachal Pradesh,India,2021-04-01 4:27,27.768456,96.384277,16845,56,16785,4,"Arunachal Pradesh, India",1072.617033,0.332442861
Assam,India,2021-04-01 4:27,26.357149,92.830441,218412,1105,215445,1862,"Assam, India",613.3955705,0.505924583
Bihar,India,2021-04-01 4:27,25.679658,85.60484,265527,1576,262371,1580,"Bihar, India",212.7621454,0.593536627
Chandigarh,India,2021-04-01 4:27,30.733839,76.768278,26999,379,23702,2918,"Chandigarh, India",2330.567911,1.403755695
Chhattisgarh,India,2021-04-01 4:27,21.264705,82.035366,349187,4170,319488,25529,"Chhattisgarh, India",1186.249014,1.194202533
Dadra and Nagar Haveli and Daman and Diu,India,2021-04-01 4:27,20.194742,73.080901,3661,2,3482,177,"Dadra and Nagar Haveli and Daman and Diu, India",594.5845866,0.054629883
Delhi,India,2021-04-01 4:27,28.646519,77.10898,662430,11027,642565,8838,"Delhi, India",3540.338632,1.664628715
Goa,India,2021-04-01 4:27,15.359682,74.057396,58039,830,55653,1556,"Goa, India",3658.881009,1.430072882
Gujarat,India,2021-04-01 4:27,22.694884,71.590923,307698,4519,290569,12610,"Gujarat, India",481.7385989,1.46864783
Haryana,India,2021-04-01 4:27,29.20004,76.332824,290800,3155,277919,9726,"Haryana, India",1031.034127,1.084938102
Himachal Pradesh,India,2021-04-01 4:27,31.927213,77.233081,63605,1048,59584,2973,"Himachal Pradesh, India",853.5344081,1.647669208
Jammu and Kashmir,India,2021-04-01 4:27,33.75943,76.612638,130960,1994,126435,2531,"Jammu and Kashmir, India",962.4938999,1.522602321
Jharkhand,India,2021-04-01 4:27,23.654536,85.557631,124201,1113,120263,2825,"Jharkhand, India",321.8147052,0.89612805
Karnataka,India,2021-04-01 4:27,14.70518,76.166436,997004,12567,956170,28267,"Karnataka, India",1475.672533,1.260476387
Kerala,India,2021-04-01 4:27,10.450898,76.405749,1124584,4621,1094404,25559,"Kerala, India",3150.144387,0.4109075
Ladakh,India,2021-04-01 4:27,34.1526,77.5771,10157,130,9771,256,"Ladakh, India",3703.028557,1.279905484
Lakshadweep,India,2021-04-01 4:27,13.6999972,72.1833326,723,1,680,42,"Lakshadweep, India",1122.165484,0.138312586
Madhya Pradesh,India,2021-04-01 4:27,23.541513,78.289633,295511,3986,274429,17096,"Madhya Pradesh, India",346.1979653,1.348849958
Maharashtra,India,2021-04-01 4:27,19.449759,76.108221,2812980,54649,2400727,357604,"Maharashtra, India",2284.297169,1.942743994
Manipur,India,2021-04-01 4:27,24.738975,93.882541,29400,374,28956,70,"Manipur, India",950.9808203,1.272108844
Meghalaya,India,2021-04-01 4:27,25.536934,91.278882,14065,150,13866,49,"Meghalaya, India",417.7669,1.066477071
Mizoram,India,2021-04-01 4:27,23.309381,92.83822,4476,11,4434,31,"Mizoram, India",361.1879501,0.245755139
Nagaland,India,2021-04-01 4:27,26.06702,94.470302,12340,92,12136,112,"Nagaland, India",548.5187992,0.74554295
Odisha,India,2021-04-01 4:27,20.505428,84.418059,340917,1921,337091,1905,"Odisha, India",735.4270077,0.563480261
Puducherry,India,2021-04-01 4:27,11.882658,78.86498,41468,682,39712,1074,"Puducherry, India",2933.623479,1.644641651
Punjab,India,2021-04-01 4:27,30.841465,75.40879,239734,6868,209034,23832,"Punjab, India",795.3652277,2.864841866
Rajasthan,India,2021-04-01 4:27,26.583423,73.847973,333149,2818,321668,8663,"Rajasthan, India",411.1291432,0.845867765
Sikkim,India,2021-04-01 4:27,27.571671,88.472712,6235,135,6053,47,"Sikkim, India",903.2945986,2.165196472
Tamil Nadu,India,2021-04-01 4:27,11.006091,78.400624,886673,12719,858075,15879,"Tamil Nadu, India",1139.078325,1.434463438
Telangana,India,2021-04-01 4:27,18.1124,79.0193,308776,1701,301564,5511,"Telangana, India",784.4374217,0.550884784
Tripura,India,2021-04-01 4:27,23.746783,91.743565,33517,392,33065,60,"Tripura, India",803.8046963,1.169555748
Unknown,India,2021-04-01 4:27,,,0,0,0,0,"Unknown, India",,
Uttar Pradesh,India,2021-04-01 4:27,26.925425,80.560982,617194,8811,598535,9848,"Uttar Pradesh, India",259.4530561,1.427590028
Uttarakhand,India,2021-04-01 4:27,30.156447,79.197608,100411,1717,96831,1863,"Uttarakhand, India",892.4741562,1.709972015
West Bengal,India,2021-04-01 4:27,23.814082,87.979803,586915,10329,570811,5775,"West Bengal, India",589.2170534,1.759880051
,Indonesia,2021-04-01 4:27,-0.7893,113.9213,1511712,40858,1348330,122524,Indonesia,552.6806038,2.702763489
,Iran,2021-04-01 4:27,32.427908,53.688046,1885564,62665,1617333,205566,Iran,2244.907379,3.323408805
,Iraq,2021-04-01 4:27,33.223191,43.679291,850924,14323,759560,77041,Iraq,2115.542138,1.683229055
,Ireland,2021-04-01 4:27,53.1424,-7.6921,235854,4687,23364,207803,Ireland,4776.503525,1.987246347
,Israel,2021-04-01 4:27,31.046051,34.851612,833105,6209,819665,7231,Israel,9625.106045,0.745284208
Abruzzo,Italy,2021-04-01 4:27,42.35122196,13.39843823,65237,2136,52969,10132,"Abruzzo, Italy",4973.92458,3.274215553
Basilicata,Italy,2021-04-01 4:27,40.63947052,15.80514834,19458,443,14241,4774,"Basilicata, Italy",3456.932252,2.27669853
Calabria,Italy,2021-04-01 4:27,38.90597598,16.59440194,46958,819,35814,10325,"Calabria, Italy",2411.650783,1.744111759
Campania,Italy,2021-04-01 4:27,40.83956555,14.25084984,337289,5363,238809,93117,"Campania, Italy",5813.63161,1.590031101
Emilia-Romagna,Italy,2021-04-01 4:27,44.49436681,11.3417208,335820,11917,251468,72435,"Emilia-Romagna, Italy",7530.479471,3.548627241
Friuli Venezia Giulia,Italy,2021-04-01 4:27,45.6494354,13.76813649,97490,3307,78986,15197,"Friuli Venezia Giulia, Italy",8022.415694,3.392142784
Lazio,Italy,2021-04-01 4:27,41.89277044,12.48366722,285447,6644,227752,51051,"Lazio, Italy",4855.298837,2.327577449
Liguria,Italy,2021-04-01 4:27,44.41149315,8.9326992,89324,3879,78350,7095,"Liguria, Italy",5760.460197,4.342617885
Lombardia,Italy,2021-04-01 4:27,45.46679409,9.190347404,735484,30735,608894,95855,"Lombardia, Italy",7310.557032,4.178880846
Marche,Italy,2021-04-01 4:27,43.61675973,13.5188753,88370,2621,76382,9367,"Marche, Italy",5793.724525,2.965938667
Molise,Italy,2021-04-01 4:27,41.55774754,14.65916051,12270,438,10966,866,"Molise, Italy",4014.829018,3.569682152
P.A. Bolzano,Italy,2021-04-01 4:27,46.49933453,11.35662422,68954,1126,67142,686,"P.A. Bolzano, Italy",12953.53529,1.632972706
P.A. Trento,Italy,2021-04-01 4:27,46.06893511,11.12123097,41231,1282,37086,2863,"P.A. Trento, Italy",7615.372965,3.109310955
Piemonte,Italy,2021-04-01 4:27,45.0732745,7.680687483,309280,10308,263913,35059,"Piemonte, Italy",7099.430127,3.332902225
Puglia,Italy,2021-04-01 4:27,41.12559576,16.86736689,193012,4812,141343,46857,"Puglia, Italy",4790.505362,2.493109237
Sardegna,Italy,2021-04-01 4:27,39.21531192,9.110616306,45503,1234,29872,14397,"Sardegna, Italy",2775.265295,2.711909105
Sicilia,Italy,2021-04-01 4:27,38.11569725,13.3623567,175354,4628,150806,19920,"Sicilia, Italy",3507.156456,2.639232638
Toscana,Italy,2021-04-01 4:27,43.76923077,11.25588885,195374,5348,161919,28107,"Toscana, Italy",5238.413027,2.737314075
Umbria,Italy,2021-04-01 4:27,43.10675841,12.38824698,50908,1256,44846,4806,"Umbria, Italy",5771.783927,2.467195726
Valle d'Aosta,Italy,2021-04-01 4:27,45.73750286,7.320149366,9298,425,7971,902,"Valle d'Aosta, Italy",7398.978244,4.570875457
Veneto,Italy,2021-04-01 4:27,45.43490485,12.33845213,382838,10625,333516,38697,"Veneto, Italy",7803.697379,2.775325333
,Jamaica,2021-04-01 4:27,18.1096,-77.2975,39237,596,17598,21043,Jamaica,1325.054599,1.518974437
Aichi,Japan,2021-04-01 4:27,35.035551,137.211621,27394,583,25985,826,"Aichi, Japan",362.7268682,2.128203256
Akita,Japan,2021-04-01 4:27,39.748679,140.408228,283,6,271,6,"Akita, Japan",29.28121346,2.120141343
Aomori,Japan,2021-04-01 4:27,40.781541,140.828896,1031,20,870,141,"Aomori, Japan",82.72015315,1.93986421
Chiba,Japan,2021-04-01 4:27,35.510141,140.198917,29698,568,27828,1302,"Chiba, Japan",474.4557849,1.912586706
Ehime,Japan,2021-04-01 4:27,33.624835,132.856842,1367,24,1053,290,"Ehime, Japan",102.0747229,1.755669349
Fukui,Japan,2021-04-01 4:27,35.846614,136.224654,589,25,526,38,"Fukui, Japan",76.69900005,4.244482173
Fukuoka,Japan,2021-04-01 4:27,33.526032,130.666949,19014,332,18255,427,"Fukuoka, Japan",372.5547786,1.746081834
Fukushima,Japan,2021-04-01 4:27,37.378867,140.223295,2499,113,2110,276,"Fukushima, Japan",135.4090638,4.521808723
Gifu,Japan,2021-04-01 4:27,35.778671,137.055925,4841,125,4690,26,"Gifu, Japan",243.6842685,2.582111134
Gunma,Japan,2021-04-01 4:27,36.504479,138.985605,5007,99,4710,198,"Gunma, Japan",257.7664565,1.977231875
Hiroshima,Japan,2021-04-01 4:27,34.605309,132.788719,5172,106,4961,105,"Hiroshima, Japan",184.439142,2.049497293
Hokkaido,Japan,2021-04-01 4:27,43.385711,142.552318,20994,749,19413,832,"Hokkaido, Japan",399.8819821,3.567686006
Hyogo,Japan,2021-04-01 4:27,35.039913,134.828057,20058,591,18014,1453,"Hyogo, Japan",366.9466301,2.94645528
Ibaraki,Japan,2021-04-01 4:27,36.303588,140.319591,6740,127,6264,349,"Ibaraki, Japan",235.6390415,1.884272997
Ishikawa,Japan,2021-04-01 4:27,36.769464,136.771027,1911,64,1824,23,"Ishikawa, Japan",167.9779967,3.34903192
Iwate,Japan,2021-04-01 4:27,39.593287,141.361777,621,30,550,41,"Iwate, Japan",50.61883771,4.830917874
Kagawa,Japan,2021-04-01 4:27,34.217292,133.969047,836,19,752,65,"Kagawa, Japan",87.41596931,2.272727273
Kagoshima,Japan,2021-04-01 4:27,31.009484,130.430665,1830,28,1771,31,"Kagoshima, Japan",114.2127465,1.530054645
Kanagawa,Japan,2021-04-01 4:27,35.415312,139.338983,48069,785,46334,950,"Kanagawa, Japan",522.5875132,1.63306913
Kochi,Japan,2021-04-01 4:27,33.422519,133.367307,917,19,886,12,"Kochi, Japan",131.3699001,2.071973828
Kumamoto,Japan,2021-04-01 4:27,32.608154,130.745231,3506,74,3407,25,"Kumamoto, Japan",200.6217787,2.110667427
Kyoto,Japan,2021-04-01 4:27,35.253815,135.443341,9517,169,9079,269,"Kyoto, Japan",368.4536754,1.775769675
Mie,Japan,2021-04-01 4:27,34.508018,136.376013,2753,70,2627,56,"Mie, Japan",154.586323,2.542680712
Miyagi,Japan,2021-04-01 4:27,38.446859,140.927086,6035,31,4372,1632,"Miyagi, Japan",261.6671689,0.513670257
Miyazaki,Japan,2021-04-01 4:27,32.193204,131.299374,1962,22,1924,16,"Miyazaki, Japan",182.8005378,1.121304791
Nagano,Japan,2021-04-01 4:27,36.132134,138.045528,2796,41,2513,242,"Nagano, Japan",136.470795,1.466380544
Nagasaki,Japan,2021-04-01 4:27,33.235712,129.608033,1634,39,1577,18,"Nagasaki, Japan",123.1790755,2.386780906
Nara,Japan,2021-04-01 4:27,34.317451,135.871644,3691,55,3433,203,"Nara, Japan",277.4931341,1.490111081
Niigata,Japan,2021-04-01 4:27,37.521819,138.918647,1461,18,1237,206,"Niigata, Japan",65.71886361,1.232032854
Oita,Japan,2021-04-01 4:27,33.200697,131.43324,1309,22,1277,10,"Oita, Japan",115.2863134,1.680672269
Okayama,Japan,2021-04-01 4:27,34.89246,133.826252,2693,35,2524,134,"Okayama, Japan",142.5179907,1.2996658
Okinawa,Japan,2021-04-01 4:27,25.768923,126.668016,9482,128,8622,732,"Okinawa, Japan",652.5054226,1.349926176
Osaka,Japan,2021-04-01 4:27,34.620965,135.507481,52201,1184,47254,3763,"Osaka, Japan",592.5627086,2.268155782
Port Quarantine,Japan,2021-04-01 4:27,,,2402,3,2274,125,"Port Quarantine, Japan",,0.12489592
Saga,Japan,2021-04-01 4:27,33.286977,130.115738,1189,13,1160,16,"Saga, Japan",145.9413215,1.093355761
Saitama,Japan,2021-04-01 4:27,35.997101,139.347635,32825,700,30655,1470,"Saitama, Japan",446.6172941,2.132520944
Shiga,Japan,2021-04-01 4:27,35.215827,136.138064,2770,55,2617,98,"Shiga, Japan",195.9060584,1.985559567
Shimane,Japan,2021-04-01 4:27,35.07076,132.554064,287,0,285,2,"Shimane, Japan",42.55975419,0
Shizuoka,Japan,2021-04-01 4:27,34.916975,138.407784,5715,118,5346,251,"Shizuoka, Japan",156.8534673,2.064741907
Tochigi,Japan,2021-04-01 4:27,36.689912,139.819213,4638,70,4349,219,"Tochigi, Japan",239.8150973,1.509271238
Tokushima,Japan,2021-04-01 4:27,33.919178,134.242091,535,18,445,72,"Tokushima, Japan",73.49133283,3.364485981
Tokyo,Japan,2021-04-01 4:27,35.711343,139.446921,120986,1770,115690,3526,"Tokyo, Japan",869.1109037,1.462979188
Tottori,Japan,2021-04-01 4:27,35.359069,133.863619,260,2,205,53,"Tottori, Japan",46.79979408,0.769230769
Toyama,Japan,2021-04-01 4:27,36.637464,137.269346,938,29,887,22,"Toyama, Japan",89.88962168,3.091684435
Unknown,Japan,2021-04-01 4:27,,,8,0,8,0,"Unknown, Japan",,0
Wakayama,Japan,2021-04-01 4:27,33.911879,135.505446,1287,18,1151,118,"Wakayama, Japan",139.1452138,1.398601399
Yamagata,Japan,2021-04-01 4:27,38.448396,140.102154,948,17,596,335,"Yamagata, Japan",87.96788615,1.793248945
Yamaguchi,Japan,2021-04-01 4:27,34.20119,131.573293,1418,43,1349,26,"Yamaguchi, Japan",104.3924331,3.032440056
Yamanashi,Japan,2021-04-01 4:27,35.612364,138.611489,969,19,938,12,"Yamanashi, Japan",119.4886036,1.960784314
,Jordan,2021-04-01 4:27,31.24,36.51,611577,6858,513144,91575,Jordan,5994.007727,1.121363295
,Kazakhstan,2021-04-01 4:27,48.0196,66.9237,297472,5912,268564,22996,Kazakhstan,1584.260755,1.987413941
,Kenya,2021-04-01 4:27,-0.0236,37.9062,134058,2153,92679,39226,Kenya,249.3114357,1.606021274
,"Korea, South",2021-04-01 4:27,35.907757,127.766922,103639,1735,95439,6465,"Korea, South",202.146775,1.674080221
,Kosovo,2021-04-01 4:27,42.602636,20.902977,89181,1866,74186,13129,Kosovo,4926.130959,2.092373936
,Kuwait,2021-04-01 4:27,29.31166,47.481766,232103,1313,216580,14210,Kuwait,5434.950848,0.565697126
,Kyrgyzstan,2021-04-01 4:27,41.20438,74.766098,88538,1500,84897,2141,Kyrgyzstan,1357.072471,1.694187806
,Laos,2021-04-01 4:27,19.85627,102.495496,49,0,45,4,Laos,0.673488047,0
,Latvia,2021-04-01 4:27,56.8796,24.6032,102363,1899,93631,6833,Latvia,5426.937306,1.85516251
,Lebanon,2021-04-01 4:27,33.8547,35.8623,468400,6234,370687,91479,Lebanon,6862.559231,1.330913749
,Lesotho,2021-04-01 4:27,-29.61,28.2336,10706,315,4471,5920,Lesotho,499.754464,2.94227536
,Liberia,2021-04-01 4:27,6.428055,-9.429499,2053,85,1899,69,Liberia,40.59175784,4.140282513
,Libya,2021-04-01 4:27,26.3351,17.228331,158957,2667,147147,9143,Libya,2313.351196,1.677812239
,Liechtenstein,2021-04-01 4:27,47.14,9.55,2753,56,2568,129,Liechtenstein,7218.711488,2.03414457
,Lithuania,2021-04-01 4:27,55.1694,23.8813,216119,3574,199023,13522,Lithuania,7938.864728,1.653718553
,Luxembourg,2021-04-01 4:27,49.8153,6.1296,61642,746,57092,3804,Luxembourg,9847.34239,1.210213815
,MS Zaandam,2021-04-01 4:27,,,9,2,7,0,MS Zaandam,,22.22222222
,Madagascar,2021-04-01 4:27,-18.766947,46.869107,24426,418,21908,2100,Madagascar,88.20910491,1.711291247
,Malawi,2021-04-01 4:27,-13.2543,34.3015,33551,1117,30272,2162,Malawi,175.3846258,3.329259933
,Maldives,2021-04-01 4:27,3.2028,73.2207,24079,67,21155,2857,Maldives,4454.602973,0.278250758
,Mali,2021-04-01 4:27,17.570692,-3.996166,10042,385,6830,2827,Mali,49.58808116,3.83389763
,Malta,2021-04-01 4:27,35.9375,14.3754,29033,392,27812,829,Malta,6575.4101,1.350187717
,Marshall Islands,2021-04-01 4:27,7.1315,171.1845,4,0,4,0,Marshall Islands,6.847790732,0
,Mauritania,2021-04-01 4:27,21.0079,-10.9408,17847,449,17093,305,Mauritania,383.8345169,2.515828991
,Mauritius,2021-04-01 4:27,-20.348404,57.552152,1028,12,643,373,Mauritius,80.83241663,1.167315175
Aguascalientes,Mexico,2021-04-01 4:27,21.8853,-102.2916,24880,2154,0,22726,"Aguascalientes, Mexico",1734.239022,8.65755627
Baja California,Mexico,2021-04-01 4:27,30.8406,-115.2838,46404,7791,0,38613,"Baja California, Mexico",1276.63508,16.78950091
Baja California Sur,Mexico,2021-04-01 4:27,26.0444,-111.6661,28334,1271,0,27063,"Baja California Sur, Mexico",3521.028746,4.485776805
Campeche,Mexico,2021-04-01 4:27,19.8301,-90.5349,8958,1126,0,7832,"Campeche, Mexico",895.2476322,12.56977004
Chiapas,Mexico,2021-04-01 4:27,16.7569,-93.1292,10447,1484,0,8963,"Chiapas, Mexico",182.3094402,14.20503494
Chihuahua,Mexico,2021-04-01 4:27,28.633,-106.0691,46333,5589,0,40744,"Chihuahua, Mexico",1218.812533,12.06267671
Ciudad de Mexico,Mexico,2021-04-01 4:27,19.4326,-99.1332,608872,30534,0,578338,"Ciudad de Mexico, Mexico",6751.258088,5.014847127
Coahuila,Mexico,2021-04-01 4:27,27.0587,-101.7068,66715,5869,0,60846,"Coahuila, Mexico",2072.718348,8.797122086
Colima,Mexico,2021-04-01 4:27,19.1223,-104.0072,10820,1142,0,9678,"Colima, Mexico",1378.075356,10.55452865
Durango,Mexico,2021-04-01 4:27,24.5593,-104.6588,32316,2259,0,30057,"Durango, Mexico",1729.05667,6.99034534
Guanajuato,Mexico,2021-04-01 4:27,21.019,-101.2574,127725,9959,0,117766,"Guanajuato, Mexico",2050.761258,7.797220591
Guerrero,Mexico,2021-04-01 4:27,17.4392,-99.5451,37696,4083,0,33613,"Guerrero, Mexico",1030.776736,10.83138795
Hidalgo,Mexico,2021-04-01 4:27,20.0911,-98.7624,36661,5852,0,30809,"Hidalgo, Mexico",1187.818614,15.96246693
Jalisco,Mexico,2021-04-01 4:27,20.6595,-103.3494,82617,11354,0,71263,"Jalisco, Mexico",982.4020924,13.74293426
Mexico,Mexico,2021-04-01 4:27,19.4969,-99.7233,233538,31569,0,201969,"Mexico, Mexico",1340.032213,13.51771446
Michoacan,Mexico,2021-04-01 4:27,19.5665,-101.7068,45250,5090,0,40160,"Michoacan, Mexico",937.7458993,11.24861878
Morelos,Mexico,2021-04-01 4:27,18.6813,-99.1013,30048,2749,0,27299,"Morelos, Mexico",1470.016996,9.148695421
Nayarit,Mexico,2021-04-01 4:27,21.7514,-104.8455,11315,1739,0,9576,"Nayarit, Mexico",878.1045049,15.36897923
Nuevo Leon,Mexico,2021-04-01 4:27,25.5922,-99.9962,119881,9029,0,110852,"Nuevo Leon, Mexico",2136.857943,7.531635539
Oaxaca,Mexico,2021-04-01 4:27,17.0732,-96.7266,43614,3242,0,40372,"Oaxaca, Mexico",1052.564767,7.433392947
Puebla,Mexico,2021-04-01 4:27,19.0414,-98.2063,78194,10252,0,67942,"Puebla, Mexico",1183.959121,13.11098038
Queretaro,Mexico,2021-04-01 4:27,20.5888,-100.3899,64368,3879,0,60489,"Queretaro, Mexico",2823.607443,6.026286353
Quintana Roo,Mexico,2021-04-01 4:27,19.1817,-88.4791,21302,2496,0,18806,"Quintana Roo, Mexico",1236.146163,11.71720965
San Luis Potosi,Mexico,2021-04-01 4:27,22.1565,-100.9855,60223,4993,0,55230,"San Luis Potosi, Mexico",2101.186892,8.290852332
Sinaloa,Mexico,2021-04-01 4:27,25.1721,-107.4795,36204,5707,0,30497,"Sinaloa, Mexico",1146.903355,15.76345155
